Month,ID,Name,Age,AnnualIncome,MonthlyInhandSalary,NumBankAccounts,NumCreditCard,InterestRate,NumofLoan,TypeofLoan,Delayfromduedate,NumofDelayedPayment,ChangedCreditLimit,NumCreditInquiries,CreditMix,OutstandingDebt,CreditUtilizationRatio,CreditHistoryAge,PaymentofMinAmount,TotalEMIpermonth,Amountinvestedmonthly,PaymentBehaviour,MonthlyBalance,CreditScore,,,,,,,,,,,,
August,240,Ransdellj,31,60552.76,,3,7,12,3,"Mortgage Loan, Home Equity Loan, and Auto Loan",35,11,8.72,4,Good,463.07,34.8734332,19 Years and 4 Months,No,111.7288201,10000,Low_spent_Small_value_payments,346.4100329,Poor,,,,,,,,,,,,
January,241,ray,40,44386.47,0,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",31,25,6.95,12,Bad,1275.46,22.64993836,8 Years and 11 Months,NM,298.8485303,10000,LowspentMediumvaluepayments,144.3468441,Poor,,,,,,,,,,,,
February,241,ray,40,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,24,7.95,12,Bad,1275.46,32.32109564,9 Years and 0 Months,Yes,298.8485303,258.5356788,LowspentSmallvaluepayments,103.003041,Poor,,,,,,,,,,,,
March,241,ray,40,44386.47,3703.8725,10,6,26,-100,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,25,3.95,12,Bad,1275.46,28.41099473,9 Years and 1 Months,NM,298.8485303,82.56602451,HighspentMediumvaluepayments,238.9726952,Standard,,,,,,,,,,,,
April,241,ray,40,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,23,6.95,12,Bad,1275.46,25.5379885,9 Years and 2 Months,Yes,298.8485303,50.62028685,HighspentMediumvaluepayments,270.9184329,Poor,,,,,,,,,,,,
May,241,ray,40,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,,10.95,12,Bad,1275.46,30.96734309,9 Years and 3 Months,Yes,298.8485303,66.29354235,HighspentSmallvaluepayments,265.2451774,Poor,,,,,,,,,,,,
June,241,ray,40,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,25,6.95,12,Bad,1275.46,36.54784801,9 Years and 4 Months,Yes,298.8485303,310.9639556,LowspentSmallvaluepayments,50.57476411,Poor,,,,,,,,,,,,
July,241,ray,40,44386.47,,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",29,25,5.95,12,_,1275.46,26.9634579,9 Years and 5 Months,NM,298.8485303,98.65308596,High_spent_Medium_value_payments,222.8856338,Standard,,,,,,,,,,,,
August,241,,40,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",38,25,11.95,12,_,1275.46,30.27410217,9 Years and 6 Months,Yes,298.8485303,105.8541452,High_spent_Medium_value_payments,215.6845745,Standard,,,,,,,,,,,,
January,242,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",64,17,0.8,12,,2506.45,25.14818676,16 Years and 1 Months,Yes,27.80112878,39.74367894,LowspentMediumvaluepayments,292.2354423,Poor,,,,,,,,,,,,
February,242,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",61,17,0.8,12,Bad,2506.45,36.5002154,16 Years and 2 Months,Yes,27.80112878,79.52909992,LowspentMediumvaluepayments,252.4500213,Poor,,,,,,,,,,,,
March,242,,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,17,0.8,12,,2506.45,39.26664402,16 Years and 3 Months,Yes,27.80112878,63.80546382,!@9#%8,278.1736574,Poor,,,,,,,,,,,,
April,242,Palmers,40,9141.63,797.8025,9,6,3801,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",57,15,0.8,12,,2506.45,39.73527479,16 Years and 4 Months,Yes,27.80112878,49.07677972,HighspentSmallvaluepayments,262.9023415,Standard,,,,,,,,,,,,
May,242,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,14,0.8,12,Bad,2506.45,27.13175877,16 Years and 5 Months,Yes,27.80112878,102.513896,LowspentSmallvaluepayments,239.4652253,Poor,,,,,,,,,,,,
June,242,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,17,,13,,2506.45,38.66760672,16 Years and 6 Months,Yes,27.80112878,27.20533544,LowspentLargevaluepayments,294.7737858,Poor,,,,,,,,,,,,
July,242,Palmers,40,9141.63,797.8025,1588,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,17,0.8,,Bad,2506.45,29.85556624,16 Years and 7 Months,Yes,27.80112878,50.89426938,Low_spent_Large_value_payments,271.0848518,Poor,,,,,,,,,,,,
August,242,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,19,0.8,13,Bad,2506.45,24.94998598,16 Years and 8 Months,Yes,27.80112878,53.28946519,Low_spent_Large_value_payments,268.689656,Poor,,,,,,,,,,,,
January,243,Mariannae,35,11245.11,797.8025,3,6,11,0,,12,13,8.01,1,Standard,169.86,27.75373398,23 Years and 2 Months,NM,0,106.7068941,LowspentMediumvaluepayments,290.6023559,Standard,,,,,,,,,,,,
February,243,Mariannae,35,11245.11,1173.0925,3,6,11,0,,12,13,8.01,1,,169.86,32.59786258,23 Years and 3 Months,Yes,0,74.58314321,LowspentMediumvaluepayments,322.7261068,Standard,,,,,,,,,,,,
March,243,Mariannae,35,11245.11,1173.0925,3,6,11,0,,12,10,8.01,1,Standard,169.86,26.46780079,23 Years and 4 Months,Yes,5328,38.8815547,LowspentLargevaluepayments,348.4276953,Standard,,,,,,,,,,,,
April,243,,35,11245.11,1173.0925,3,6,11,0,,12,13,8.01,1,,169.86,34.10451683,23 Years and 5 Months,Yes,0,80.76257672,LowspentMediumvaluepayments,316.5466733,Standard,,,,,,,,,,,,
May,243,Mariannae,36,11245.11,1173.0925,3,1432,11,-100,,12,14,8.01,1,Standard,169.86,31.04719514,23 Years and 6 Months,Yes,0,59.23601898,LowspentMediumvaluepayments,338.073231,Standard,,,,,,,,,,,,
June,243,Mariannae,36,11245.11,1173.0925,3,6,11,0,,10,,2.01,,Standard,169.86,28.76915781,23 Years and 7 Months,Yes,0,,LowspentMediumvaluepayments,330.2941218,Standard,,,,,,,,,,,,
July,243,Mariannae,36,11245.11,,3,6,11,0,,12,13,8.01,1,Standard,169.86,32.03637068,23 Years and 8 Months,Yes,0,130.7271074,Low_spent_Small_value_payments,276.5821426,Standard,,,,,,,,,,,,
August,243,Mariannae,36,11245.11,1173.0925,3,6,11,-100,,12,13,8.01,1,Standard,169.86,23.44506172,23 Years and 9 Months,Yes,0,139.2063573,Low_spent_Small_value_payments,268.1028927,Standard,,,,,,,,,,,,
January,244,Sullivang,39,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",30,7,9.09,2,Standard,627.5,33.11569136,24 Years and 5 Months,No,138.5419769,102.9413811,HighspentLargevaluepayments,799.0311421,Standard,,,,,,,,,,,,
February,244,Sullivang,39,98197.74,8005.145,120,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",30,,9.09,7,Standard,627.5,40.8195687,24 Years and 6 Months,No,138.5419769,223.1167183,LowspentLargevaluepayments,708.8558048,Standard,,,,,,,,,,,,
March,244,Sullivang,39,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",30,7,9.09,7,Standard,627.5,33.959539,24 Years and 7 Months,No,138.5419769,55.0244348,HighspentLargevaluepayments,846.9480883,Standard,,,,,,,,,,,,
April,244,Sullivang,39,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",34,8,9.09,7,Standard,627.5,37.0705625,24 Years and 8 Months,No,138.5419769,308.9423191,HighspentSmallvaluepayments,613.030204,Standard,,,,,,,,,,,,
May,244,Sullivang,39,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",29,8,2.09,7,,627.5,29.04900226,NA,No,138.5419769,10000,HighspentMediumvaluepayments,641.6016207,Standard,,,,,,,,,,,,
June,244,Sullivang,40,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",34,11,9.09,7,,627.5,39.15861056,24 Years and 10 Months,No,138.5419769,94.62712637,HighspentLargevaluepayments,807.3453967,Standard,,,,,,,,,,,,
July,244,Sullivang,40,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",30,,9.09,7,Standard,627.5,24.38201286,24 Years and 11 Months,NM,138.5419769,679.7908355,Low_spent_Small_value_payments,272.1816876,Standard,,,,,,,,,,,,
August,244,Sullivang,40,98197.74,8005.145,5,6,6,3,"Mortgage Loan, Student Loan, and Payday Loan",30,8,9.09,7,Standard,627.5,40.12296727,25 Years and 0 Months,No,138.5419769,265.383344,High_spent_Medium_value_payments,646.5891791,Standard,,,,,,,,,,,,
January,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,11,17,5,Standard,811.08,35.86524097,10 Years and 7 Months,Yes,57.08103771,227.2340379,LowspentSmallvaluepayments,265.1289244,Standard,,,,,,,,,,,,
February,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",17,13,22,5,Standard,811.08,33.57000089,10 Years and 8 Months,Yes,57.08103771,203.1170324,LowspentSmallvaluepayments,289.2459299,Standard,,,,,,,,,,,,
March,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,13,17,5,Standard,811.08,30.89751936,10 Years and 9 Months,Yes,57.08103771,32.02689485,HighspentMediumvaluepayments,420.3360674,Standard,,,,,,,,,,,,
April,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,13,15,5,Standard,811.08,41.15687417,10 Years and 10 Months,Yes,57.08103771,108.5848361,HighspentMediumvaluepayments,343.7781262,Standard,,,,,,,,,,,,
May,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,16,17,5,,811.08,32.70853881,10 Years and 11 Months,Yes,57.08103771,10000,HighspentSmallvaluepayments,409.1322312,Standard,,,,,,,,,,,,
June,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,10,23,5,Standard,811.08,36.08342263,11 Years and 0 Months,Yes,57.08103771,10000,LowspentSmallvaluepayments,377.3509344,Standard,,,,,,,,,,,,
July,245,Michael Avokf,21,30197.28,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,13,17,5,Standard,811.08,28.95633703,11 Years and 1 Months,Yes,57.08103771,63.78362533,High_spent_Small_value_payments,398.579337,Standard,,,,,,,,,,,,
August,245,Michael Avokf,21,30197.28_,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,13,20,5,Standard,811.08,38.90472276,NA,Yes,57.08103771,92.73012251,!@9#%8,369.6328398,Standard,,,,,,,,,,,,
January,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,8,9.7,3,Good,846.45,25.48602333,21 Years and 8 Months,No,50.76844004,200.9042,LowspentSmallvaluepayments,331.3401933,Poor,,,,,,,,,,,,
February,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,8,9.7,3,Good,846.45,29.29859996,NA,No,50.76844004,78.20804977,HighspentSmallvaluepayments,424.0363435,Poor,,,,,,,,,,,,
March,246,,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,5,9.7,3,Good,846.45,26.31214177,21 Years and 10 Months,No,50.76844004,216.6493583,LowspentLargevaluepayments,295.595035,Standard,,,,,,,,,,,,
April,246,,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,7,9.7,3,Good,846.45,39.26841,21 Years and 11 Months,No,50.76844004,196.4863175,HighspentSmallvaluepayments,305.7580758,Standard,,,,,,,,,,,,
May,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",3,7,9.7,3,,846.45,29.31040825,22 Years and 0 Months,No,50.76844004,159.6148516,LowspentSmallvaluepayments,372.6295417,Poor,,,,,,,,,,,,
June,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,5,9.7,3,Good,846.45,38.26046773,22 Years and 1 Months,No,50.76844004,174.0000091,LowspentSmallvaluepayments,358.2443842,Poor,,,,,,,,,,,,
July,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",6,6,12.7,4,Good,846.45,37.93466475,22 Years and 2 Months,No,50.76844004,275.7597949,Low_spent_Medium_value_payments,246.4845984,Poor,,,,,,,,,,,,
August,246,Markx,18,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,7,9.7,4,Good,846.45,35.00363756,22 Years and 3 Months,NM,50.76844004,136.6381695,High_spent_Small_value_payments,365.6062237,Poor,,,,,,,,,,,,
January,247,Caroline Valetkevitchr,31,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,8,5.71,1,Good,701.27,40.09320892,16 Years and 3 Months,No,366.868297,389.7660015,LowspentMediumvaluepayments,516.6377014,Good,,,,,,,,,,,,
February,247,Caroline Valetkevitchr,31,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,5,5.71,1,,701.27,32.6998187,16 Years and 4 Months,No,366.868297,326.5767816,!@9#%8,559.8269214,Good,,,,,,,,,,,,
March,247,Caroline Valetkevitchr,31,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",9,8,5.71,1,Good,701.27,34.36177609,16 Years and 5 Months,No,366.868297,475.7595019,LowspentSmallvaluepayments,440.6442011,Good,,,,,,,,,,,,
April,247,Caroline Valetkevitchr,31,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,,5.71,1,,701.27,36.57764563,16 Years and 6 Months,No,366.868297,75.38542323,HighspentLargevaluepayments,791.0182797,Good,,,,,,,,,,,,
May,247,Caroline Valetkevitchr,31,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,8,9.71,1,Good,701.27,26.54589289,16 Years and 7 Months,No,366.868297,398.2364516,HighspentMediumvaluepayments,478.1672513,Good,,,,,,,,,,,,
June,247,Caroline Valetkevitchr,32,118172.64,9932.72,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",5,8,5.71,1,Good,701.27,27.46685807,16 Years and 8 Months,No,366.868297,194.3837606,!@9#%8,672.0199423,Good,,,,,,,,,,,,
July,247,Caroline Valetkevitchr,32,118172.64,9449.416386,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,8,2.71,1,Good,701.27,24.07114141,16 Years and 9 Months,No,850.1719107,1288.99644,Low_spent_Small_value_payments,0,Standard,,,,,,,,,,,,
August,247,Caroline Valetkevitchr,32,118172.64,9449.416386,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",10,8,5.71,1,_,701.27,38.10897888,16 Years and 10 Months,No,850.1719107,236.1630576,High_spent_Small_value_payments,650.2406454,Good,,,,,,,,,,,,
January,248,Lynchj,34,19623.18,9449.416386,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",17,14,11.26,11,Standard,1369.54,31.93186622,7 Years and 7 Months,Yes,19.7587278,159.7337128,LowspentSmallvaluepayments,291.1340594,Poor,,,,,,,,,,,,
February,248,Lynchj,34,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",13,14,11.26,11,Standard,1369.54,24.31216014,7 Years and 8 Months,NM,19.7587278,116.0962072,LowspentSmallvaluepayments,334.771565,Poor,,,,,,,,,,,,
March,248,Lynchj,34,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",17,14,11.26,11,Standard,1369.54,37.93478965,NA,Yes,19.7587278,24.9633652,HighspentMediumvaluepayments,385.904407,Poor,,,,,,,,,,,,
April,248,Lynchj,35,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",19,14,11.26,11,Standard,1369.54,24.87441534,7 Years and 10 Months,Yes,19.7587278,35.51862546,HighspentLargevaluepayments,365.3491467,Standard,,,,,,,,,,,,
May,248,Lynchj,35,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",18,14,11.26,11,,1369.54,26.83457273,7 Years and 11 Months,NM,19.7587278,240.6802672,LowspentSmallvaluepayments,210.187505,Standard,,,,,,,,,,,,
June,248,Lynchj,35,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",22,,11.26,16,Standard,1369.54,26.60221265,8 Years and 0 Months,NM,19.7587278,19.08460556,HighspentLargevaluepayments,381.7831666,Standard,,,,,,,,,,,,
July,248,Lynchj,35,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",22,14,11.26,16,Standard,1369.54,27.78569919,8 Years and 1 Months,Yes,19.7587278,105.147,High_spent_Small_value_payments,315.7207722,Poor,,,,,,,,,,,,
August,248,Lynchj,35,19623.18,,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",17,11,11.26,16,_,1369.54,26.31710973,NA,Yes,19.7587278,94.97377153,Low_spent_Medium_value_payments,345.8940007,Poor,,,,,,,,,,,,
January,249,,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,8,Standard,1435.94,23.49229303,NA,Yes,148.4745434,599.8560026,LowspentSmallvaluepayments,45.91328725,Standard,,,,,,,,,,,,
February,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",10,15,13.43,8,,1435.94,34.17039855,23 Years and 8 Months,Yes,148.4745434,272.2139749,HighspentSmallvaluepayments,343.555315,Standard,,,,,,,,,,,,
March,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,8,,1435.94,24.14153939,23 Years and 9 Months,Yes,148.4745434,480.9895412,LowspentMediumvaluepayments,154.7797487,Standard,,,,,,,,,,,,
April,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,8,Standard,1435.94,27.36330156,23 Years and 10 Months,Yes,148.4745434,514.812291,LowspentSmallvaluepayments,130.9569989,Standard,,,,,,,,,,,,
May,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,12,Standard,1435.94,27.1348592,23 Years and 11 Months,Yes,148.4745434,88.91943271,HighspentMediumvaluepayments,516.8498572,Standard,,,,,,,,,,,,
June,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,12,Standard,1435.94,34.1650074,24 Years and 0 Months,Yes,148.4745434,,HighspentMediumvaluepayments,505.8430258,Standard,,,,,,,,,,,,
July,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,16,13.43,12,Standard,1435.94,38.84157707,24 Years and 1 Months,Yes,148.4745434,542.2271696,Low_spent_Small_value_payments,103.5421203,Standard,,,,,,,,,,,,
August,249,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",16,12,13.43,12,Standard,1435.94_,40.22106488,24 Years and 2 Months,Yes,148.4745434,190.2057837,Low_spent_Small_value_payments,455.5635062,Standard,,,,,,,,,,,,
January,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,8,19.16,5,Standard,2195.63,36.7091872,19 Years and 7 Months,Yes,55.9509731,35.92782529,LowspentSmallvaluepayments,273.9196599,Standard,,,,,,,,,,,,
February,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",12,6,17.16,5,Standard,2195.63,24.12979148,19 Years and 8 Months,Yes,55.9509731,23.09480989,LowspentLargevaluepayments,266.7526754,Standard,,,,,,,,,,,,
March,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",11,8,17.16,,Standard,2195.63,31.84849417,19 Years and 9 Months,Yes,55.9509731,40.39014789,LowspentMediumvaluepayments,259.4573374,Standard,,,,,,,,,,,,
April,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,8,17.16,5,Standard,2195.63,28.10855089,NA,Yes,55.9509731,,LowspentSmallvaluepayments,255.7664482,Standard,,,,,,,,,,,,
May,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",8,8,17.16,5,Standard,2195.63,25.26247583,19 Years and 11 Months,NM,55.9509731,53.19634625,LowspentLargevaluepayments,236.651139,Standard,,,,,,,,,,,,
June,250,Claren,35,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,11,17.16,7,Standard,2195.63,30.9704132,20 Years and 0 Months,Yes,55.9509731,43.72257911,HighspentSmallvaluepayments,236.1249061,Standard,,,,,,,,,,,,
July,250,Claren,36,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",4,8,17.16,7,_,2195.63,23.52134313,20 Years and 1 Months,Yes,55.9509731,100.2598369,Low_spent_Small_value_payments,209.5876484,Standard,,,,,,,,,,,,
August,250,Claren,36,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,6,17.16,7,Standard,2195.63,34.91856025,20 Years and 2 Months,Yes,55.9509731,61.70153841,Low_spent_Small_value_payments,248.1459468,Standard,,,,,,,,,,,,
